production_id,time_id,site_id,material_id,employee_id,shift_id,produced_volume,unit_cost,date,day,month,year,day_name,site_name,region,latitude,longitude,material_name,material_type,unit_of_measure,quantity,employee_name,position,department,status,hire_date,shift_name,start_time,end_time
607,20250120,4,3,9,3,64,302,2025-01-20,20,1,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
608,20250121,3,5,4,1,111,120,2025-01-21,21,1,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
609,20250121,3,5,8,3,204,138,2025-01-21,21,1,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
610,20250122,5,2,9,3,333,322,2025-01-22,22,1,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
611,20250123,5,5,10,1,258,201,2025-01-23,23,1,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
612,20250123,3,2,10,3,369,145,2025-01-23,23,1,2025,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
613,20250124,5,5,5,1,236,165,2025-01-24,24,1,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
614,20250124,4,5,7,1,491,190,2025-01-24,24,1,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
615,20250125,1,2,10,3,179,263,2025-01-25,25,1,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
616,20250126,4,4,4,3,176,210,2025-01-26,26,1,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
617,20250126,3,5,1,2,341,437,2025-01-26,26,1,2025,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
618,20250127,3,3,3,3,163,222,2025-01-27,27,1,2025,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
619,20250128,4,4,5,2,248,292,2025-01-28,28,1,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
620,20250128,5,2,3,3,62,198,2025-01-28,28,1,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
621,20250129,5,4,7,1,320,390,2025-01-29,29,1,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
622,20250130,3,1,9,3,138,258,2025-01-30,30,1,2025,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
623,20250130,2,1,6,1,264,202,2025-01-30,30,1,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
624,20250131,5,5,10,1,493,484,2025-01-31,31,1,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
625,20250131,4,5,1,1,327,380,2025-01-31,31,1,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
626,20250201,5,3,7,2,496,142,2025-02-01,1,2,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
627,20250202,4,4,3,3,252,183,2025-02-02,2,2,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
628,20250202,3,1,5,1,123,290,2025-02-02,2,2,2025,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
629,20250203,5,5,10,1,74,150,2025-02-03,3,2,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
630,20250204,4,4,4,2,150,485,2025-02-04,4,2,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
631,20250204,3,5,10,3,225,309,2025-02-04,4,2,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
632,20250205,2,5,5,3,476,225,2025-02-05,5,2,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
633,20250206,4,1,5,2,166,168,2025-02-06,6,2,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
634,20250206,2,1,6,2,215,364,2025-02-06,6,2,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
635,20250207,2,5,10,3,90,357,2025-02-07,7,2,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
636,20250207,1,2,10,2,478,287,2025-02-07,7,2,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
637,20250208,5,5,6,3,393,329,2025-02-08,8,2,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
638,20250209,4,5,8,3,473,288,2025-02-09,9,2,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
639,20250209,2,3,8,1,415,109,2025-02-09,9,2,2025,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
640,20250210,1,3,9,1,169,213,2025-02-10,10,2,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
641,20250211,3,3,8,3,146,175,2025-02-11,11,2,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
642,20250211,4,2,2,3,194,263,2025-02-11,11,2,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
643,20250212,2,2,10,3,265,184,2025-02-12,12,2,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
644,20250213,5,5,1,3,278,148,2025-02-13,13,2,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
645,20250213,1,3,10,3,362,425,2025-02-13,13,2,2025,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
646,20250214,2,2,2,3,179,276,2025-02-14,14,2,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
647,20250214,5,1,2,2,401,486,2025-02-14,14,2,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
648,20250215,2,5,3,3,426,488,2025-02-15,15,2,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
649,20250216,4,4,10,2,367,317,2025-02-16,16,2,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
650,20250216,4,5,7,2,186,288,2025-02-16,16,2,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
651,20250217,4,4,2,3,373,445,2025-02-17,17,2,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
652,20250218,1,3,1,3,386,329,2025-02-18,18,2,2025,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
653,20250218,4,4,6,2,322,354,2025-02-18,18,2,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
654,20250219,5,3,9,2,166,335,2025-02-19,19,2,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
655,20250220,2,1,3,3,355,125,2025-02-20,20,2,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
656,20250220,3,4,6,3,417,171,2025-02-20,20,2,2025,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
657,20250221,5,5,3,2,143,360,2025-02-21,21,2,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
658,20250221,5,3,1,2,217,353,2025-02-21,21,2,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
659,20250222,4,5,5,2,491,370,2025-02-22,22,2,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
660,20250223,1,2,10,1,252,222,2025-02-23,23,2,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
661,20250223,2,3,4,2,390,243,2025-02-23,23,2,2025,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
662,20250224,1,4,7,1,198,356,2025-02-24,24,2,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
663,20250225,2,3,6,3,451,243,2025-02-25,25,2,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
664,20250225,2,5,10,3,232,358,2025-02-25,25,2,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
665,20250226,1,1,7,2,462,146,2025-02-26,26,2,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
666,20250226,5,3,5,3,201,450,2025-02-26,26,2,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
667,20250227,2,4,4,3,123,112,2025-02-27,27,2,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
668,20250228,1,2,7,3,414,475,2025-02-28,28,2,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
669,20250228,2,1,7,3,450,307,2025-02-28,28,2,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
670,20250301,3,2,6,1,323,410,2025-03-01,1,3,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
671,20250302,5,3,8,1,91,334,2025-03-02,2,3,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
672,20250302,4,5,4,2,261,248,2025-03-02,2,3,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
673,20250303,2,5,10,2,150,421,2025-03-03,3,3,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
674,20250304,3,4,5,2,94,254,2025-03-04,4,3,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
675,20250304,4,5,4,3,131,265,2025-03-04,4,3,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
676,20250305,4,1,1,3,66,189,2025-03-05,5,3,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
677,20250305,2,5,8,1,122,285,2025-03-05,5,3,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
678,20250306,1,4,1,1,63,417,2025-03-06,6,3,2025,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
679,20250307,2,3,5,2,482,457,2025-03-07,7,3,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
680,20250307,3,3,6,1,206,273,2025-03-07,7,3,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
681,20250308,4,5,6,1,272,316,2025-03-08,8,3,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
682,20250309,2,2,5,1,181,494,2025-03-09,9,3,2025,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
683,20250309,1,3,3,1,387,363,2025-03-09,9,3,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
684,20250310,2,5,5,1,453,196,2025-03-10,10,3,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
685,20250311,5,4,8,2,425,216,2025-03-11,11,3,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
686,20250311,1,5,2,2,425,298,2025-03-11,11,3,2025,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
687,20250312,3,3,6,1,96,419,2025-03-12,12,3,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
688,20250312,4,4,9,2,156,120,2025-03-12,12,3,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
689,20250313,2,5,8,3,157,299,2025-03-13,13,3,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
690,20250314,1,1,8,1,314,470,2025-03-14,14,3,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
691,20250314,5,4,8,3,254,440,2025-03-14,14,3,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
692,20250315,1,1,7,2,128,347,2025-03-15,15,3,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
693,20250316,5,2,8,2,204,375,2025-03-16,16,3,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
694,20250316,3,4,6,3,320,363,2025-03-16,16,3,2025,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
695,20250317,4,1,2,2,296,157,2025-03-17,17,3,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
696,20250318,3,3,2,1,68,401,2025-03-18,18,3,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
697,20250318,2,3,8,3,395,130,2025-03-18,18,3,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
698,20250319,1,2,1,1,485,348,2025-03-19,19,3,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
699,20250319,5,4,6,3,75,192,2025-03-19,19,3,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
700,20250320,5,4,6,2,266,364,2025-03-20,20,3,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
701,20250321,1,4,4,3,203,370,2025-03-21,21,3,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
702,20250321,1,2,10,3,203,193,2025-03-21,21,3,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
703,20250322,2,4,3,1,223,253,2025-03-22,22,3,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
704,20250323,3,3,3,2,141,493,2025-03-23,23,3,2025,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
705,20250323,5,1,1,1,482,384,2025-03-23,23,3,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
706,20250324,2,3,3,2,387,179,2025-03-24,24,3,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
707,20250325,3,3,4,1,230,391,2025-03-25,25,3,2025,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
708,20250325,2,1,5,3,180,183,2025-03-25,25,3,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
709,20250326,5,3,3,1,499,464,2025-03-26,26,3,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
710,20250326,1,2,6,2,347,473,2025-03-26,26,3,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
711,20250327,1,1,5,2,324,136,2025-03-27,27,3,2025,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
712,20250328,3,3,3,3,322,441,2025-03-28,28,3,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
713,20250328,4,5,6,2,466,426,2025-03-28,28,3,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
714,20250329,3,3,6,1,125,331,2025-03-29,29,3,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
715,20250330,4,2,8,3,226,192,2025-03-30,30,3,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
716,20250330,2,4,2,2,233,435,2025-03-30,30,3,2025,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
717,20250331,2,3,1,2,368,201,2025-03-31,31,3,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
